Name,CBO,NOC,WMC,RFC,NPRM,NPROM,NPM,LOC,DIT,LCOM,Changes
org.apache.tapestry5.integration.app1.pages.RegexpDemo,3,0,2,14,0,0,2,14,0,0,No
org.apache.tapestry5.integration.app1.pages.ReloadDemo,2,0,0,12,0,0,0,6,0,0,No
org.apache.tapestry5.integration.app1.pages.RenderableDemo,1,0,1,13,0,0,1,13,0,0,No
org.apache.tapestry5.integration.app1.pages.RenderClientIdDemo,0,0,0,12,0,0,0,3,0,0,No
org.apache.tapestry5.integration.app1.pages.RenderComponentDemo,3,0,3,15,0,0,3,19,0,33,No
org.apache.tapestry5.integration.app1.pages.RenderErrorDemo,1,0,1,13,0,0,1,7,0,0,No
org.apache.tapestry5.integration.app1.pages.RenderNotificationDemo,1,0,2,14,0,0,0,15,0,0,No
org.apache.tapestry5.integration.app1.pages.RenderObjectExceptionDemo,1,0,1,13,0,0,1,7,0,0,No
org.apache.tapestry5.integration.app1.pages.RenderPhaseMethodExceptionDemo,1,0,1,13,0,0,0,7,0,0,No
org.apache.tapestry5.integration.app1.pages.RenderPhaseOrder,0,0,0,12,0,0,0,3,0,0,No
org.apache.tapestry5.integration.app1.pages.RequestParameterDemo,10,0,10,22,0,0,6,71,0,63,No
org.apache.tapestry5.integration.app1.pages.ReturnTypes,14,0,11,23,0,0,0,55,0,90,Yes
org.apache.tapestry5.integration.app1.pages.SecurePage,5,0,8,20,0,0,5,44,0,75,No
org.apache.tapestry5.integration.app1.pages.SecurityAlert,2,0,2,14,0,0,2,13,0,0,No
org.apache.tapestry5.integration.app1.pages.SelectDemo,2,0,0,12,0,0,0,6,0,0,No
org.apache.tapestry5.integration.app1.pages.SelectModelCoercionDemo,5,0,1,13,0,0,1,11,0,50,No
org.apache.tapestry5.integration.app1.pages.SelectModelFromObjectsAndPropertyNameDemo,6,0,1,13,0,0,0,16,0,25,No
org.apache.tapestry5.integration.app1.pages.SelectModelFromObjectsDemo,6,0,1,13,0,0,0,16,0,25,No
org.apache.tapestry5.integration.app1.pages.SelectZoneDemo,14,0,4,16,0,0,4,46,0,83,No
org.apache.tapestry5.integration.app1.pages.SessionAttributeDemo,5,0,3,15,0,0,2,22,0,55,No
org.apache.tapestry5.integration.app1.pages.ShortGrid,1,0,1,13,0,0,1,27,0,0,No
org.apache.tapestry5.integration.app1.pages.ShowBirthdayReminder,2,0,1,13,0,0,1,9,0,0,No
org.apache.tapestry5.integration.app1.pages.ShowCalendarHolder,2,0,1,13,0,0,0,10,0,0,No
org.apache.tapestry5.integration.app1.pages.ShowSelection,1,0,4,16,0,0,2,22,0,0,No
org.apache.tapestry5.integration.app1.pages.SimpleForm,2,0,4,16,0,0,3,28,0,50,No
org.apache.tapestry5.integration.app1.pages.SimpleTrackGridDemo,8,0,4,16,0,0,4,26,0,68,No
org.apache.tapestry5.integration.app1.pages.SingleErrorDemo,2,0,0,12,0,0,0,6,0,0,No
org.apache.tapestry5.integration.app1.pages.SubmitWithContext,3,0,2,14,0,0,1,14,0,50,No
org.apache.tapestry5.integration.app1.pages.Target,2,0,7,19,0,0,6,37,0,71,No
org.apache.tapestry5.integration.app1.pages.TemplateOverrideDemo,0,0,0,13,0,0,0,3,2,0,No
org.apache.tapestry5.integration.app1.pages.TestOnlyServiceDemo,2,0,0,12,0,0,0,6,0,0,No
org.apache.tapestry5.integration.app1.pages.TextFieldWithNullValidateParameter,0,0,1,13,0,0,1,5,0,0,No
org.apache.tapestry5.integration.app1.pages.TextFieldWrapperTypeDemo,2,0,4,16,0,0,3,21,0,0,No
org.apache.tapestry5.integration.app1.pages.ToDoList,7,0,8,20,0,0,4,70,0,65,No
org.apache.tapestry5.integration.app1.pages.ToDoListVolatile,6,0,8,20,0,0,4,52,0,62,No
org.apache.tapestry5.integration.app1.pages.TrackEditor,0,0,0,15,0,0,0,3,1,0,No
org.apache.tapestry5.integration.app1.pages.TreeDemo,4,0,2,14,0,0,1,13,0,50,No
org.apache.tapestry5.integration.app1.pages.TreeSelectionDemo,13,0,4,16,0,0,3,51,0,83,No
org.apache.tapestry5.integration.app1.pages.TriggerDemo,1,0,1,13,0,0,1,7,0,0,No
org.apache.tapestry5.integration.app1.pages.UnavailableComponentDemo,0,0,0,12,0,0,0,3,0,0,No
org.apache.tapestry5.integration.app1.pages.UnhandledEventDemo,0,0,0,12,0,0,0,3,0,0,No
org.apache.tapestry5.integration.app1.pages.UnknownActivationContextDemo,0,0,0,12,0,0,0,3,0,0,No
org.apache.tapestry5.integration.app1.pages.UnlessDemo,0,0,0,12,0,0,0,3,0,0,No
org.apache.tapestry5.integration.app1.pages.Unreachable,0,0,0,12,0,0,0,3,0,0,No
org.apache.tapestry5.integration.app1.pages.UnsupportedParameterBlockDemo,0,0,0,12,0,0,0,3,0,0,No
org.apache.tapestry5.integration.app1.pages.ValidateFormValidationExceptionDemo,3,0,3,15,0,0,0,12,0,33,No
org.apache.tapestry5.integration.app1.pages.ValidatorMacroDemo,3,0,0,12,0,0,0,10,0,0,No
org.apache.tapestry5.integration.app1.pages.ValidBeanEditorDemo,3,0,3,22,0,0,2,19,1,0,No
org.apache.tapestry5.integration.app1.pages.ValidForm,3,0,2,14,0,0,1,16,0,50,No
org.apache.tapestry5.integration.app1.pages.VarBindingDemo,0,0,0,12,0,0,0,3,0,0,No
org.apache.tapestry5.integration.app1.pages.ViewRegistration,2,0,1,13,0,0,1,9,0,0,No
org.apache.tapestry5.integration.app1.pages.VoidMethodWithCached,1,0,1,13,0,0,1,7,0,0,No
org.apache.tapestry5.integration.app1.pages.Wilma,0,0,0,12,0,0,0,3,0,0,No
org.apache.tapestry5.integration.app1.pages.XMLContent,0,0,0,12,0,0,0,3,0,0,No
org.apache.tapestry5.integration.app1.pages.ZoneFormUpdateDemo,5,0,1,13,0,0,0,12,0,50,No
org.apache.tapestry5.integration.app1.pages.ZoneRefreshWithContext,1,0,3,15,0,0,0,21,0,33,No
org.apache.tapestry5.integration.app1.pages.ZoneRefreshWithHandlerReturningVoid,1,0,2,14,0,0,0,13,0,0,No
org.apache.tapestry5.integration.app1.pages.ZoneRefreshWithHandlerReturningZone,4,0,2,14,0,0,0,18,0,33,No
org.apache.tapestry5.integration.app1.pages.ZoneUpdateNamespace,4,0,2,14,0,0,1,16,0,50,No
org.apache.tapestry5.integration.app1.PaletteTests,1,0,3,205,0,0,3,63,4,61,No
org.apache.tapestry5.integration.app1.RequestParameterTests,0,0,6,208,0,0,6,49,4,0,No
org.apache.tapestry5.integration.app1.services.DearGodWhyMeException,0,0,0,43,0,0,0,3,0,0,No
org.apache.tapestry5.integration.app1.services.EnableJQueryModule,8,0,2,14,0,0,2,14,0,0,No
org.apache.tapestry5.integration.app1.services.MessageAccessImpl,3,0,1,13,0,0,1,9,0,0,No
org.apache.tapestry5.integration.app1.services.MusicLibraryParser,10,0,2,14,0,0,2,264,0,88,No
org.apache.tapestry5.integration.app1.services.MusicLibraryParser.Handler,16,0,22,51,16,1,5,201,0,88,No
org.apache.tapestry5.integration.app1.services.MusicLibraryParser.Item,2,0,3,15,0,0,0,24,0,44,No
org.apache.tapestry5.integration.app1.services.ReloadableImpl,1,0,1,13,0,0,1,7,0,0,No
org.apache.tapestry5.integration.app1.services.ReverseStringsWorker,7,0,1,13,0,0,1,48,0,0,No
org.apache.tapestry5.integration.app1.services.TestOnlyModule,1,0,1,13,0,0,1,13,0,0,No
org.apache.tapestry5.integration.app1.services.ToDoDatabaseImpl,9,0,9,21,1,0,8,67,0,55,No
org.apache.tapestry5.integration.app1.Stuff,10,0,5,17,0,0,5,60,0,76,No
org.apache.tapestry5.integration.app1.StuffTreeModelAdapter,3,0,4,16,0,0,4,23,0,0,No
org.apache.tapestry5.integration.app1.StuffValueEncoder,2,0,2,14,0,0,2,11,0,0,No
org.apache.tapestry5.integration.app1.WrongPackageForBaseClass,0,1,0,12,0,0,0,3,0,0,No
org.apache.tapestry5.integration.app1.ZoneRefreshTest,3,0,4,206,1,0,3,45,4,0,No
org.apache.tapestry5.integration.app1.ZoneTests,3,0,15,217,1,0,14,178,4,0,No
org.apache.tapestry5.integration.app2.base.ChildBasePage,2,1,1,14,0,0,1,6,1,0,No
org.apache.tapestry5.integration.app2.base.ParentBasePage,0,1,1,13,0,0,1,3,0,0,No
org.apache.tapestry5.integration.app2.components.SimpleLayout,0,0,0,12,0,0,0,3,0,0,No
org.apache.tapestry5.integration.app2.mixins.ForceId,2,0,1,13,0,0,0,9,0,0,No
org.apache.tapestry5.integration.app2.pages.DTDFromComponent,0,0,0,12,0,0,0,3,0,0,No
org.apache.tapestry5.integration.app2.pages.DTDFromPage,0,0,0,12,0,0,0,3,0,0,No
org.apache.tapestry5.integration.app2.pages.Final,0,0,0,12,0,0,0,3,0,0,No
org.apache.tapestry5.integration.app2.pages.Intermediate,2,0,1,13,0,0,0,7,0,0,No
org.apache.tapestry5.integration.app2.pages.Launch,2,0,1,13,0,0,0,7,0,0,No
org.apache.tapestry5.integration.app2.pages.MultipleDTD,0,0,0,12,0,0,0,3,0,0,No
org.apache.tapestry5.integration.app2.pages.NoDTD,0,0,0,12,0,0,0,3,0,0,No
org.apache.tapestry5.integration.app2.pages.OverrideAbstractMethods,0,0,0,14,0,0,0,2,2,0,No
org.apache.tapestry5.integration.app2.pages.ResultPageForActionLink,1,0,2,14,0,0,2,14,0,0,No
org.apache.tapestry5.integration.app2.pages.TestPageForActionLink,3,0,1,13,0,0,1,11,0,0,No
org.apache.tapestry5.integration.app2.pages.TestPageForActionLinkWithStream,1,0,1,13,0,0,1,8,0,0,No
org.apache.tapestry5.integration.app2.pages.TestPageForASO,3,0,1,13,0,0,1,9,0,0,No
org.apache.tapestry5.integration.app2.pages.TestPageForAsset,4,0,1,13,0,0,1,10,0,0,No
org.apache.tapestry5.integration.app2.pages.TestPageForForm,2,0,2,14,0,0,2,13,0,0,No
org.apache.tapestry5.integration.app2.pages.TestPageForHead,0,0,0,12,0,0,0,3,0,0,No
org.apache.tapestry5.integration.app2.pages.TestPageForHttpError,1,0,1,13,0,0,0,7,0,0,No
org.apache.tapestry5.integration.app2.pages.TestPageForHttpHeaders,3,0,1,13,0,0,0,14,0,0,No
org.apache.tapestry5.integration.app2.pages.TestPageForIf,0,0,2,14,0,0,2,13,0,50,No
org.apache.tapestry5.integration.app2.pages.TestPageForLocale,4,0,1,13,0,0,1,10,0,0,No
org.apache.tapestry5.integration.app2.pages.TestPageForLoop,1,0,3,15,0,0,3,18,0,50,No
org.apache.tapestry5.integration.app2.pages.TestPageForRedirectURL,3,0,1,13,0,0,0,8,0,0,No
org.apache.tapestry5.integration.app2.pages.TestPageForServletOutputStream,1,0,1,13,0,0,0,8,0,0,No
org.apache.tapestry5.integration.app2.pages.TestPageForSubmit,10,0,5,17,0,0,2,48,0,87,No
org.apache.tapestry5.integration.app2.pages.TestPageForTemplateInContext,1,0,1,13,0,0,1,7,0,0,No
org.apache.tapestry5.integration.app2.pages.TestPageForUnless,0,0,2,14,0,0,2,13,0,50,No
org.apache.tapestry5.integration.app2.services.LocaleAppModule,2,0,1,13,0,0,1,7,0,0,No
org.apache.tapestry5.integration.app2.SimpleASO,1,0,2,14,0,0,2,12,0,0,No
org.apache.tapestry5.integration.app3.AdditionalIntegrationTests,2,0,6,208,0,0,6,58,3,0,No
org.apache.tapestry5.integration.app3.components.OverrideComponent,2,0,1,13,0,0,0,7,0,0,No
org.apache.tapestry5.integration.app3.components.OverridenComponent,2,0,1,13,0,0,0,7,0,0,No
org.apache.tapestry5.integration.app3.mixins.OverrideMixin,5,0,1,13,0,0,0,9,0,0,No
org.apache.tapestry5.integration.app3.mixins.OverridenMixin,5,0,1,13,0,0,0,8,0,0,No
org.apache.tapestry5.integration.app3.pages.BeanDisplayOverrideDemo,0,0,2,14,0,0,2,11,0,0,No
org.apache.tapestry5.integration.app3.pages.BeanEditorWithOverridenCssClassesDemo,1,0,4,16,0,0,4,21,0,50,No
org.apache.tapestry5.integration.app3.pages.ConsoleDemo,1,0,1,13,0,0,0,7,0,0,No
org.apache.tapestry5.integration.app3.pages.ContentPage,0,0,0,12,0,0,0,3,0,0,No
org.apache.tapestry5.integration.app3.pages.OverridenPage,0,0,0,12,0,0,0,3,0,0,No
org.apache.tapestry5.integration.app3.pages.OverridePage,0,0,0,12,0,0,0,3,0,0,No
org.apache.tapestry5.integration.app3.pages.OverridePageAtComponent,6,0,0,12,0,0,0,8,0,0,No
org.apache.tapestry5.integration.app3.pages.PropertyDisplayBlockOverrides,2,0,1,13,0,0,1,9,0,0,No
org.apache.tapestry5.integration.app3.pages.RenderPageDemo,4,0,1,13,0,0,1,9,0,0,No
org.apache.tapestry5.integration.app6.CutomAppPackageIntegrationTests,0,0,1,203,0,0,1,10,3,0,No
org.apache.tapestry5.integration.cluster.base.BaseSessionDemo,3,3,4,16,0,0,1,14,0,25,No
org.apache.tapestry5.integration.cluster.ClusterTests,11,0,13,25,8,0,3,159,0,78,No
org.apache.tapestry5.integration.cluster.data.AnalyzedSessionObject,1,0,4,16,0,0,4,24,0,37,No
org.apache.tapestry5.integration.cluster.data.ImmutableByAnnotation,1,0,3,15,0,0,3,12,0,0,No
org.apache.tapestry5.integration.cluster.data.MutablePojo,1,0,3,15,0,0,3,12,0,0,No
org.apache.tapestry5.integration.cluster.pages.ImmutableSessionPersistedObjectDemo,3,0,1,17,0,0,1,6,1,0,No
org.apache.tapestry5.integration.cluster.pages.PersistedMutablePojoDemo,3,0,1,17,0,0,1,6,1,0,No
org.apache.tapestry5.integration.cluster.pages.SessionPersistedObjectAnalyzerDemo,3,0,1,17,0,0,1,6,1,0,No
org.apache.tapestry5.integration.linktrans.LinkTransformerIntegrationTest,0,0,2,204,0,0,2,24,4,0,No
org.apache.tapestry5.integration.linktrans.pages.View,3,0,2,14,0,0,0,17,0,50,No
org.apache.tapestry5.integration.linktrans.services.AppComponentEventLinkTransformer,14,0,4,16,2,0,2,67,0,75,No
org.apache.tapestry5.integration.linktrans.services.AppPageRenderLinkTransformer,14,0,2,14,0,0,2,40,0,50,No
org.apache.tapestry5.integration.locallib.alpha.pages.AlphaRoot,0,0,0,12,0,0,0,3,0,0,No
org.apache.tapestry5.integration.pagelevel.ActionLinkTest,6,0,2,14,0,0,2,21,1,0,No
org.apache.tapestry5.integration.pagelevel.ASOTest,5,0,2,14,0,0,2,19,1,0,No
org.apache.tapestry5.integration.pagelevel.AssetTest,5,0,2,14,0,0,2,19,1,0,No
org.apache.tapestry5.integration.pagelevel.DTDTest,6,0,4,16,2,0,2,57,1,50,No
org.apache.tapestry5.integration.pagelevel.HeadTest,5,0,2,14,0,0,2,19,1,0,No
org.apache.tapestry5.integration.pagelevel.IfTest,3,0,2,14,0,0,2,26,1,0,No
org.apache.tapestry5.integration.pagelevel.LocaleTest,5,0,5,17,0,0,5,40,1,0,No
org.apache.tapestry5.integration.pagelevel.OverrideMethodsTest,4,0,1,13,0,0,1,12,1,0,No
org.apache.tapestry5.integration.pagelevel.TemplateInContextTest,5,0,2,14,0,0,2,19,1,0,No
org.apache.tapestry5.integration.pagelevel.TestConstants,1,0,0,12,0,0,0,5,0,0,No
org.apache.tapestry5.integration.pagelevel.UnlessTest,3,0,2,14,0,0,2,26,1,0,No
org.apache.tapestry5.integration.reload.ReloadTests,17,0,7,209,3,0,4,79,3,76,No
org.apache.tapestry5.integration.RunJetty,3,0,1,13,0,0,1,9,0,0,No
org.apache.tapestry5.integration.TapestryCoreTestCase,2,6,3,202,0,3,0,30,2,100,No
org.apache.tapestry5.internal.AbstractContributionDef,5,2,3,15,0,0,3,15,0,0,No
org.apache.tapestry5.internal.AbstractEventContext,4,3,2,14,0,0,2,26,0,0,No
org.apache.tapestry5.internal.alerts.AlertManagerImpl,11,0,10,22,3,0,7,71,0,77,No
org.apache.tapestry5.internal.antlr.BaseLexer,3,0,4,16,0,3,1,26,1,0,No
org.apache.tapestry5.internal.antlr.BaseParser,3,0,3,15,0,0,3,17,1,0,No
org.apache.tapestry5.internal.AssetConstants,1,0,0,12,0,0,0,9,0,0,No
org.apache.tapestry5.internal.BeanEditContextImpl,1,0,3,15,0,0,3,16,0,0,No
org.apache.tapestry5.internal.beaneditor.BeanModelImpl,20,0,18,30,2,0,16,169,0,77,Yes
org.apache.tapestry5.internal.beaneditor.BeanModelUtils,3,0,7,19,1,0,5,47,0,0,Yes
org.apache.tapestry5.internal.beaneditor.BeanModelUtilsTest,4,0,10,357,1,0,9,95,6,0,No
org.apache.tapestry5.internal.beaneditor.EnvironmentMessages,2,0,3,15,0,0,3,18,0,33,No
org.apache.tapestry5.internal.beaneditor.MessagesAnnotationConstraintGeneratorTest,7,0,7,354,2,0,5,60,6,0,No
org.apache.tapestry5.internal.beaneditor.MessagesConstraintGenerator,10,0,2,14,0,0,2,29,0,16,Yes
org.apache.tapestry5.internal.beaneditor.PrimitiveFieldConstraintGenerator,4,0,1,13,0,0,1,8,0,0,No
org.apache.tapestry5.internal.beaneditor.PropertyModelImpl,9,0,13,25,0,0,13,83,0,80,Yes
org.apache.tapestry5.internal.beaneditor.ValidateAnnotationConstraintGenerator,7,0,2,14,0,0,2,16,0,25,No
org.apache.tapestry5.internal.beaneditor.ValidateAnnotationConstraintGeneratorTest,7,0,5,352,1,0,4,53,6,0,No
org.apache.tapestry5.internal.BeanValidationContextImpl,2,0,5,17,0,0,5,25,0,50,No
org.apache.tapestry5.internal.beanvalidator.BaseCCD,5,6,3,15,0,0,3,19,0,33,No
org.apache.tapestry5.internal.beanvalidator.BeanFieldValidator,20,0,7,19,3,0,4,170,0,64,No
org.apache.tapestry5.internal.beanvalidator.BeanFieldValidator.ValidationInfo,2,0,4,16,0,0,4,25,0,50,No
org.apache.tapestry5.internal.beanvalidator.BeanFieldValidatorDefaultSource,18,0,3,15,0,0,3,48,0,33,No
org.apache.tapestry5.internal.beanvalidator.BeanValidationGroupSourceImpl,3,0,2,14,0,0,2,12,0,0,No
org.apache.tapestry5.internal.beanvalidator.BeanValidatorSourceImpl,3,0,3,15,0,0,3,22,0,0,No
org.apache.tapestry5.internal.beanvalidator.ClientConstraintDescriptorImpl,5,0,2,14,0,0,2,20,0,0,No
org.apache.tapestry5.internal.beanvalidator.MessageInterpolatorImpl,4,0,3,15,0,0,3,20,0,33,No
org.apache.tapestry5.internal.bindings.AbstractBinding,5,9,7,21,0,1,6,31,1,0,No
org.apache.tapestry5.internal.bindings.AssetBinding,7,0,4,25,0,0,4,25,2,37,No
org.apache.tapestry5.internal.bindings.AssetBindingFactory,8,0,2,14,0,0,2,14,0,0,No
org.apache.tapestry5.internal.bindings.BindingFactoryTest,13,0,3,350,0,0,3,54,6,0,No
org.apache.tapestry5.internal.bindings.BlockBinding,5,0,3,24,0,0,3,23,2,22,No
org.apache.tapestry5.internal.bindings.BlockBindingFactory,5,0,1,13,0,0,1,8,0,0,No
org.apache.tapestry5.internal.bindings.ComponentBinding,4,0,3,24,0,0,3,23,2,22,No
org.apache.tapestry5.internal.bindings.ComponentBindingFactory,5,0,1,13,0,0,1,8,0,0,No
org.apache.tapestry5.internal.bindings.ContextBindingFactory,8,0,2,14,0,0,2,14,0,0,No
org.apache.tapestry5.internal.bindings.DefaultComponent,4,1,15,27,0,0,15,50,0,0,No
org.apache.tapestry5.internal.bindings.InvariantBinding,4,4,4,25,0,0,4,26,2,50,No
org.apache.tapestry5.internal.bindings.LiteralBinding,3,0,3,24,0,0,3,20,2,16,No
org.apache.tapestry5.internal.bindings.LiteralBindingFactory,5,0,1,13,0,0,1,8,0,0,No
org.apache.tapestry5.internal.bindings.MessageBindingFactory,6,0,1,13,0,0,1,9,0,0,No
org.apache.tapestry5.internal.bindings.NullFieldStrategyBindingFactory,7,0,2,14,0,0,2,14,0,0,No
org.apache.tapestry5.internal.bindings.PropBinding,13,0,10,31,0,0,10,76,2,68,No
org.apache.tapestry5.internal.bindings.PropBindingFactory,10,0,2,14,0,0,2,20,0,0,No
org.apache.tapestry5.internal.bindings.PropBindingFactoryTest,14,0,24,371,1,0,23,395,6,8,No
org.apache.tapestry5.internal.bindings.RenderVariableBinding,5,0,6,27,0,0,6,37,2,50,No
org.apache.tapestry5.internal.bindings.RenderVariableBindingFactory,5,0,1,13,0,0,1,8,0,0,No
org.apache.tapestry5.internal.bindings.StringHolderImpl,1,0,4,16,0,0,4,19,0,25,No
org.apache.tapestry5.internal.bindings.SymbolBindingFactory,6,0,2,14,0,0,2,14,0,0,No
org.apache.tapestry5.internal.bindings.TargetBean,4,0,9,36,0,0,9,47,1,80,No
org.apache.tapestry5.internal.bindings.TranslateBindingFactory,8,0,2,14,0,0,2,21,0,25,No
org.apache.tapestry5.internal.bindings.ValidateBindingFactory,11,0,2,14,0,0,2,26,0,25,No
org.apache.tapestry5.internal.bindings.ValidateBindingFactoryTest,13,0,2,349,0,0,2,47,6,0,No
org.apache.tapestry5.internal.clojure.AnnotationMapper,5,0,1,13,0,0,1,18,0,0,No
org.apache.tapestry5.internal.clojure.ClojureBuilderImpl,10,0,2,14,0,0,2,93,0,50,No
org.apache.tapestry5.internal.clojure.DefaultMapper,7,0,3,15,2,0,1,35,0,66,No
org.apache.tapestry5.internal.ComponentOverrideImpl,10,0,3,15,0,0,3,44,0,0,No
org.apache.tapestry5.internal.ContextResourceSymbolProvider,2,0,1,16,0,0,1,7,1,0,No
org.apache.tapestry5.internal.ContextResourceSymbolProviderTest,6,0,2,349,1,0,1,26,6,50,No
org.apache.tapestry5.internal.DataBean,1,1,6,18,0,0,6,30,0,66,No
org.apache.tapestry5.internal.DataBeanSubclass,1,0,8,26,0,0,8,39,1,75,No
org.apache.tapestry5.internal.DefaultNullFieldStrategy,1,0,2,14,0,0,2,11,0,0,No
org.apache.tapestry5.internal.DefaultValueLabelProvider,3,0,2,14,0,0,2,12,0,0,No
org.apache.tapestry5.internal.dynamic.DynamicTemplateAttribute,4,0,2,14,0,0,1,16,0,0,No
org.apache.tapestry5.internal.dynamic.DynamicTemplateParserImpl,12,0,5,17,1,0,4,44,0,56,No
org.apache.tapestry5.internal.dynamic.DynamicTemplateSaxParser,28,0,23,35,20,0,2,341,0,87,No
org.apache.tapestry5.internal.EmptyEventContext,3,0,3,15,0,0,3,15,0,0,No
org.apache.tapestry5.internal.event.InvalidationEventHubImpl,5,4,5,17,0,2,3,55,0,40,No
org.apache.tapestry5.internal.grid.CollectionGridDataSource,10,0,5,17,0,0,5,62,0,0,No
org.apache.tapestry5.internal.grid.CollectionGridDataSourceTest,12,0,7,354,1,0,6,60,6,59,No
org.apache.tapestry5.internal.grid.NullDataSource,2,0,4,16,0,0,4,18,0,0,No
org.apache.tapestry5.internal.gzip.BufferedGZipOutputStream,9,0,9,21,3,0,6,74,1,66,No
org.apache.tapestry5.internal.gzip.GZIPEnabledResponse,6,0,4,16,1,0,3,34,1,50,No
org.apache.tapestry5.internal.gzip.GZipFilter,7,0,2,14,0,0,2,24,0,0,No
org.apache.tapestry5.internal.hibernate.CommitAfterWorker,9,0,2,14,0,0,2,41,0,50,No
org.apache.tapestry5.internal.hibernate.DefaultHibernateConfigurer,3,0,2,14,0,0,2,15,0,0,No
org.apache.tapestry5.internal.hibernate.DefaultHibernateConfigurerFilterTest,2,0,2,37,0,0,2,18,3,0,No
org.apache.tapestry5.internal.hibernate.EntityApplicationStatePersistenceStrategy,9,0,3,22,0,0,3,37,1,0,No
org.apache.tapestry5.internal.hibernate.EntityPersistentFieldStrategy,8,0,3,23,0,2,1,34,1,0,No
org.apache.tapestry5.internal.hibernate.EntityPersistentFieldStrategyTest,7,0,3,289,0,0,3,51,5,0,No
org.apache.tapestry5.internal.hibernate.HibernateEntityValueEncoder,12,0,3,15,0,0,3,54,0,19,No
org.apache.tapestry5.internal.hibernate.HibernateEntityValueEncoderTest,9,0,6,116,0,1,5,84,4,33,No
org.apache.tapestry5.internal.hibernate.HibernateSessionManagerImpl,2,0,6,18,1,0,5,37,0,33,No
org.apache.tapestry5.internal.hibernate.HibernateSessionSourceImpl,7,0,5,17,0,0,5,44,0,50,No
org.apache.tapestry5.internal.hibernate.HibernateSessionSourceImplTest,14,0,2,112,0,0,2,40,4,0,No
org.apache.tapestry5.internal.hibernate.HibernateTransactionAdvisorImpl,7,0,2,14,0,0,2,36,0,50,No
org.apache.tapestry5.internal.hibernate.HibernateTransactionDecoratorImpl,6,0,2,14,0,0,2,23,0,0,No
org.apache.tapestry5.internal.hibernate.HibernateTransactionDecoratorImplTest,15,0,12,122,3,0,9,187,4,79,No
org.apache.tapestry5.internal.hibernate.PackageNameHibernateConfigurer,9,0,2,14,0,0,2,32,0,0,No
org.apache.tapestry5.internal.hibernate.PersistedEntity,4,0,3,15,0,0,3,30,0,33,No
org.apache.tapestry5.internal.hibernate.PersistedTransientEntity,2,0,3,15,0,0,3,19,0,0,No
org.apache.tapestry5.internal.hibernate.SampleEntity,1,0,2,14,0,0,2,13,0,0,No
org.apache.tapestry5.internal.InternalConstants,1,0,0,12,0,0,0,35,0,0,No
org.apache.tapestry5.internal.InternalSymbols,2,0,0,12,0,0,0,7,0,0,No
org.apache.tapestry5.internal.jmx.MBeanSupportImpl,14,0,8,20,3,0,5,97,0,62,No
org.apache.tapestry5.internal.jpa.CommitAfterMethodAdvice,7,0,4,16,2,0,2,56,0,50,No
org.apache.tapestry5.internal.jpa.EntityManagerManagerImpl,8,0,6,18,2,0,4,62,0,55,No
org.apache.tapestry5.internal.jpa.EntityManagerObjectProvider,5,0,2,14,1,0,1,34,0,50,No
org.apache.tapestry5.internal.jpa.EntityManagerSourceImpl,27,0,14,26,8,0,5,215,0,83,No
org.apache.tapestry5.internal.jpa.EntityManagerSourceImplTest,9,0,4,290,1,0,3,63,5,0,No
org.apache.tapestry5.internal.jpa.JpaInternalUtils,9,0,3,15,1,0,2,51,0,0,No
org.apache.tapestry5.internal.jpa.JpaTransactionAdvisorImpl,4,0,2,14,0,0,2,13,0,0,No
org.apache.tapestry5.internal.jpa.JpaTransactionAdvisorImplTest,19,0,22,132,8,0,14,384,4,74,No
org.apache.tapestry5.internal.jpa.JpaTransactionAdvisorImplTest.ServiceImpl,2,0,1,13,0,0,1,8,0,0,No
org.apache.tapestry5.internal.jpa.JpaValueEncoder,10,0,3,15,0,0,3,65,0,28,No
org.apache.tapestry5.internal.jpa.PackageNamePersistenceUnitConfigurer,5,0,2,14,0,0,2,22,0,0,No
org.apache.tapestry5.internal.jpa.PersistenceContentHandler,14,0,13,25,1,0,12,154,0,90,No
org.apache.tapestry5.internal.jpa.PersistenceContextWorker,7,0,2,14,0,0,2,26,0,50,No
org.apache.tapestry5.internal.jpa.PersistenceParser,8,0,1,13,0,0,1,22,0,0,No
org.apache.tapestry5.internal.jpa.PersistenceUnitInfoImpl,19,0,35,47,1,0,34,215,0,94,No
org.apache.tapestry5.internal.json.StringToJSONArray,3,0,1,13,0,0,1,6,0,0,No
org.apache.tapestry5.internal.json.StringToJSONObject,3,0,1,13,0,0,1,6,0,0,No
org.apache.tapestry5.internal.KeyValue,1,0,3,15,0,0,3,18,0,33,No
org.apache.tapestry5.internal.model.MutableComponentModelImpl,17,0,36,48,0,0,36,268,0,91,No
org.apache.tapestry5.internal.model.MutableComponentModelImplTest,18,0,38,385,0,0,38,555,6,36,No
org.apache.tapestry5.internal.model.MutableEmbeddedComponentModelImpl,8,0,14,28,0,0,14,94,1,80,No
org.apache.tapestry5.internal.model.ParameterModelImpl,2,0,7,19,0,0,7,42,0,71,No
org.apache.tapestry5.internal.mongodb.MongoDBImpl,2,0,5,17,1,0,4,51,0,60,No
org.apache.tapestry5.internal.mongodb.MongoDBSourceImpl,5,0,2,14,0,0,2,36,0,25,No
org.apache.tapestry5.internal.mongodb.MongoDBTestModule,5,0,2,14,0,0,2,18,0,0,No
