Name,CBO,NOC,WMC,RFC,NPRM,NPROM,NPM,LOC,DIT,LCOM,Changes
org.apache.tapestry5.internal.services.assets.ChecksumPath,4,0,2,14,0,0,2,24,0,16,No
org.apache.tapestry5.internal.services.assets.ClasspathAssetRequestHandler,8,0,2,14,0,0,2,19,0,0,No
org.apache.tapestry5.internal.services.assets.CompressedStreamableResource,8,0,2,28,1,0,1,16,1,0,No
org.apache.tapestry5.internal.services.assets.CompressionAnalyzerImpl,3,0,2,14,0,0,2,22,0,0,Yes
org.apache.tapestry5.internal.services.assets.ContentTypeAnalyzerImpl,4,0,2,14,0,0,2,21,0,0,No
org.apache.tapestry5.internal.services.assets.ContextAssetRequestHandler,9,0,2,14,0,0,2,20,0,16,No
org.apache.tapestry5.internal.services.assets.ContextAssetRequestHandlerTest,3,0,2,37,0,0,2,20,3,0,No
org.apache.tapestry5.internal.services.assets.CSSURLRewriter,19,0,6,21,4,0,2,137,1,77,No
org.apache.tapestry5.internal.services.assets.DelegatingSRS,6,6,3,15,0,1,2,16,0,0,No
org.apache.tapestry5.internal.services.assets.JavaScriptStackAssemblerImpl,29,0,6,18,3,0,2,164,0,76,No
org.apache.tapestry5.internal.services.assets.JavaScriptStackAssemblerImpl.Assembly,17,0,3,15,1,0,0,30,0,26,No
org.apache.tapestry5.internal.services.assets.JavaScriptStackAssemblerImpl.ModuleReader,6,0,2,14,1,0,1,13,0,0,No
org.apache.tapestry5.internal.services.assets.JavaScriptStackAssemblerImpl.Parameters,3,0,2,14,1,0,0,18,0,12,No
org.apache.tapestry5.internal.services.assets.JavaScriptStackMinimizeDisabler,11,0,2,17,0,0,2,27,1,0,No
org.apache.tapestry5.internal.services.assets.MasterResourceMinimizer,3,0,2,14,0,0,2,13,0,0,No
org.apache.tapestry5.internal.services.assets.ResourceChangeTrackerImpl,9,0,6,23,0,0,6,45,1,58,No
org.apache.tapestry5.internal.services.assets.SRSCachingInterceptor,11,1,4,19,0,2,2,36,1,50,No
org.apache.tapestry5.internal.services.assets.SRSCompressedCachingInterceptor,5,0,3,22,0,2,1,17,2,0,No
org.apache.tapestry5.internal.services.assets.SRSCompressingInterceptor,8,0,3,18,1,0,2,30,1,33,No
org.apache.tapestry5.internal.services.assets.SRSMinimizingInterceptor,6,0,2,17,0,0,2,19,1,0,No
org.apache.tapestry5.internal.services.assets.StackAssetRequestHandler,13,0,3,15,1,0,2,74,0,38,No
org.apache.tapestry5.internal.services.assets.StreamableResourceImpl,10,1,14,26,1,0,13,90,0,66,No
org.apache.tapestry5.internal.services.assets.StreamableResourceSourceImpl,21,0,4,16,1,0,3,59,0,44,No
org.apache.tapestry5.internal.services.assets.UTF8ForTextAssets,6,0,2,17,0,0,2,20,1,0,No
org.apache.tapestry5.internal.services.AssetSourceImpl,27,0,21,40,10,0,11,254,1,92,No
org.apache.tapestry5.internal.services.AssetSourceImplTest,16,0,7,354,0,0,7,130,6,9,No
org.apache.tapestry5.internal.services.AttributeExpansionBinding,3,0,3,24,0,0,3,18,2,33,No
org.apache.tapestry5.internal.services.AttributeInfo,2,0,1,13,0,0,1,10,0,0,No
org.apache.tapestry5.internal.services.BaseURLSourceImpl,6,0,4,16,2,0,2,48,0,43,No
org.apache.tapestry5.internal.services.BaseURLSourceImplTest,4,0,8,355,0,0,8,73,6,0,No
org.apache.tapestry5.internal.services.BeanBlockOverrideSourceImpl,9,0,5,17,1,0,4,34,0,53,No
org.apache.tapestry5.internal.services.BeanBlockSourceImpl,7,0,4,16,0,0,4,33,0,0,No
org.apache.tapestry5.internal.services.BeanBlockSourceImplTest,19,0,9,356,1,2,6,122,6,66,No
org.apache.tapestry5.internal.services.BeanModelSourceImpl,28,0,7,19,3,0,4,127,0,71,No
org.apache.tapestry5.internal.services.BeanModelSourceImpl.PropertyOrder,1,0,2,14,0,0,2,21,0,0,No
org.apache.tapestry5.internal.services.BeanModelSourceImplTest,28,0,29,376,0,0,29,441,6,0,Yes
org.apache.tapestry5.internal.services.BeanWithStaticField,1,0,0,12,0,0,0,5,0,0,No
org.apache.tapestry5.internal.services.Bedrock,1,0,1,13,0,0,1,7,0,0,No
org.apache.tapestry5.internal.services.BindingSourceImpl,10,0,3,15,0,0,3,41,0,33,No
org.apache.tapestry5.internal.services.BindingSourceImplTest,14,0,4,351,0,0,4,112,6,0,No
org.apache.tapestry5.internal.services.BlockInjectionProvider,10,0,3,15,2,0,1,33,0,66,No
org.apache.tapestry5.internal.services.CheckFieldType,1,0,3,15,0,0,3,17,0,50,No
org.apache.tapestry5.internal.services.CheckForUpdatesFilter,12,0,2,14,0,0,2,57,0,66,No
org.apache.tapestry5.internal.services.ClassCreationHelper,14,0,8,20,2,0,6,61,0,75,No
org.apache.tapestry5.internal.services.ClasspathAssetAliasManagerImpl,13,0,4,16,1,0,3,63,0,41,No
org.apache.tapestry5.internal.services.ClasspathAssetAliasManagerImplTest,12,0,7,354,0,0,7,93,6,0,No
org.apache.tapestry5.internal.services.ClasspathAssetFactory,9,0,2,18,0,0,2,19,1,0,No
org.apache.tapestry5.internal.services.ClassResultProcessor,6,0,2,14,0,0,2,18,0,0,No
org.apache.tapestry5.internal.services.ClientBehaviorSupportImpl,5,0,8,20,1,0,7,36,0,0,Yes
org.apache.tapestry5.internal.services.ClientDataEncoderImpl,22,0,5,17,1,0,4,70,0,40,No
org.apache.tapestry5.internal.services.ClientDataSinkImpl,11,0,4,16,0,0,4,67,0,50,No
org.apache.tapestry5.internal.services.ClientPersistentFieldStorageImpl,21,0,8,20,3,0,5,173,0,58,No
org.apache.tapestry5.internal.services.ClientPersistentFieldStorageImpl.Key,4,0,5,17,0,0,4,47,0,40,No
org.apache.tapestry5.internal.services.ClientPersistentFieldStorageImplTest,22,0,11,358,1,1,9,208,6,18,No
org.apache.tapestry5.internal.services.ClientPersistentFieldStorageImplTest.MutableObject,1,0,0,12,0,0,0,3,0,0,No
org.apache.tapestry5.internal.services.ClientPersistentFieldStrategy,6,0,6,18,0,0,6,28,0,0,No
org.apache.tapestry5.internal.services.ClusteredSessionImpl,7,0,5,27,0,0,5,53,1,40,No
org.apache.tapestry5.internal.services.CoercingPropertyConduitWrapper,4,0,6,18,0,0,6,35,0,33,No
org.apache.tapestry5.internal.services.CommonResourcesInjectionProvider,11,0,2,14,1,0,1,69,0,83,No
org.apache.tapestry5.internal.services.CommonResourcesInjectionProvider.ResourceProvider,3,5,2,14,0,0,1,9,0,0,No
org.apache.tapestry5.internal.services.compatibility.CompatibilityImpl,7,0,2,14,0,0,2,20,0,0,No
org.apache.tapestry5.internal.services.compatibility.DeprecationWarningImpl,13,0,6,18,1,0,5,126,0,61,No
org.apache.tapestry5.internal.services.compatibility.DeprecationWarningImpl.ParameterDeprecationKey,2,0,3,15,0,0,2,26,0,0,No
org.apache.tapestry5.internal.services.compatibility.DeprecationWarningImpl.ParameterValueDeprecationKey,2,0,3,15,0,0,2,29,0,0,No
org.apache.tapestry5.internal.services.ComplexObject,1,0,3,15,0,0,3,22,0,33,No
org.apache.tapestry5.internal.services.ComponentClassCacheImpl,15,0,5,17,1,0,4,46,0,60,No
org.apache.tapestry5.internal.services.ComponentClassResolverImpl,28,0,28,40,7,0,17,492,0,94,No
org.apache.tapestry5.internal.services.ComponentClassResolverImpl.Data,14,0,10,22,10,0,0,165,0,85,No
org.apache.tapestry5.internal.services.ComponentDefaultProviderImpl,19,0,8,20,0,0,8,98,0,77,No
org.apache.tapestry5.internal.services.ComponentDefaultProviderImplTest,14,0,6,353,0,0,6,113,6,0,No
org.apache.tapestry5.internal.services.ComponentEventDispatcher,7,0,2,14,0,0,2,21,0,0,No
org.apache.tapestry5.internal.services.ComponentEventDispatcherTest,23,0,19,366,2,0,17,247,6,71,No
org.apache.tapestry5.internal.services.ComponentEventImpl,10,0,6,23,0,0,6,61,1,50,No
org.apache.tapestry5.internal.services.ComponentEventImplTest,18,0,13,360,1,0,12,242,6,0,No
org.apache.tapestry5.internal.services.ComponentEventLinkEncoderImpl,29,0,15,27,9,0,6,326,0,80,Yes
org.apache.tapestry5.internal.services.ComponentEventLinkEncoderImplTest,25,0,18,365,3,0,15,274,6,66,Yes
org.apache.tapestry5.internal.services.ComponentEventRequestHandlerImpl,17,0,2,14,0,0,2,52,0,0,No
org.apache.tapestry5.internal.services.ComponentInstanceResultProcessor,6,0,2,14,0,0,2,20,0,0,No
org.apache.tapestry5.internal.services.ComponentInstanceResultProcessorTest,5,0,2,349,0,0,2,41,6,0,No
org.apache.tapestry5.internal.services.ComponentInstantiatorSourceImpl,37,0,15,27,4,0,11,302,0,86,No
org.apache.tapestry5.internal.services.ComponentInstantiatorSourceImpl.EventMethodAdvice,6,0,2,14,0,0,2,36,0,9,No
org.apache.tapestry5.internal.services.ComponentInstantiatorSourceImpl.TransformationSupportImpl,17,0,5,17,0,0,5,48,0,60,No
org.apache.tapestry5.internal.services.ComponentInstantiatorSourceImplTest,22,0,6,353,2,0,4,77,6,50,No
org.apache.tapestry5.internal.services.ComponentMessagesSourceImpl,19,0,11,23,2,0,7,105,0,68,No
org.apache.tapestry5.internal.services.ComponentMessagesSourceImpl.ComponentModelBundle,3,0,4,16,0,0,4,23,0,0,No
org.apache.tapestry5.internal.services.ComponentMessagesSourceImplTest,16,0,8,355,1,0,7,127,6,52,No
org.apache.tapestry5.internal.services.ComponentModelSourceImpl,5,0,3,15,0,0,3,18,0,33,No
org.apache.tapestry5.internal.services.ComponentRequestHandlerTerminator,6,0,3,15,0,0,3,19,0,33,No
org.apache.tapestry5.internal.services.ComponentResultProcessorWrapper,3,0,4,16,0,0,4,35,0,50,No
org.apache.tapestry5.internal.services.ComponentSourceImpl,8,0,5,17,0,0,5,54,0,53,No
org.apache.tapestry5.internal.services.ComponentSourceImplTest,9,0,6,353,0,0,6,91,6,58,No
org.apache.tapestry5.internal.services.ComponentTemplateSourceImpl,20,0,11,28,3,0,7,130,1,80,No
org.apache.tapestry5.internal.services.ComponentTemplateSourceImplTest,27,0,9,356,1,3,5,147,6,66,No
org.apache.tapestry5.internal.services.CompositeBean,1,0,2,14,0,0,2,12,0,0,No
org.apache.tapestry5.internal.services.CompositeFieldValidator,4,0,4,16,0,0,4,27,0,0,No
org.apache.tapestry5.internal.services.ContextAssetFactory,8,0,2,18,0,0,2,16,1,0,No
org.apache.tapestry5.internal.services.ContextImpl,11,0,8,20,0,0,8,60,0,0,No
org.apache.tapestry5.internal.services.ContextImplTest,14,0,10,357,1,2,7,108,6,0,No
org.apache.tapestry5.internal.services.ContextPathEncoderImpl,11,0,5,17,0,0,5,51,0,60,No
org.apache.tapestry5.internal.services.ContextResource,7,0,7,44,1,1,5,84,2,64,No
org.apache.tapestry5.internal.services.ContextResourceTest,7,0,5,352,0,0,5,71,6,0,No
org.apache.tapestry5.internal.services.ContextValueEncoderImpl,4,0,3,15,0,0,3,20,0,0,No
org.apache.tapestry5.internal.services.ContextValueEncoderImplTest,7,0,2,349,0,0,2,31,6,0,No
org.apache.tapestry5.internal.services.CookiesImpl,8,0,10,22,0,0,10,84,0,88,No
org.apache.tapestry5.internal.services.CookiesImplTest,8,0,11,23,3,0,8,126,1,0,No
org.apache.tapestry5.internal.services.CookiesImplTest.ComparableCookie,2,0,3,15,1,0,2,20,1,0,No
org.apache.tapestry5.internal.services.dashboard.DashboardManagerImpl,8,0,3,15,0,0,3,26,0,33,No
org.apache.tapestry5.internal.services.DateUtilitiesImpl,5,0,1,13,0,0,1,13,0,50,No
org.apache.tapestry5.internal.services.DefaultDataTypeAnalyzer,5,0,3,15,0,0,3,20,0,0,No
org.apache.tapestry5.internal.services.DefaultInjectionProvider,6,0,2,14,0,0,2,29,0,0,No
org.apache.tapestry5.internal.services.DefaultRequestExceptionHandler,36,0,4,16,1,1,2,152,0,44,Yes
org.apache.tapestry5.internal.services.DefaultRequestExceptionHandlerTest,22,0,7,354,0,0,7,123,6,70,Yes
org.apache.tapestry5.internal.services.DefaultRequestExceptionHandlerTest.MyContextAwareException,0,1,2,40,0,0,2,12,0,0,No
org.apache.tapestry5.internal.services.DefaultRequestExceptionHandlerTest.MyPage,0,0,0,12,0,0,0,2,0,0,No
org.apache.tapestry5.internal.services.DefaultSessionPersistedObjectAnalyzer,2,0,1,13,0,0,1,8,0,0,No
org.apache.tapestry5.internal.services.DeferredResponseRenderer,8,0,4,16,1,0,3,33,0,50,No
org.apache.tapestry5.internal.services.DocumentLinkerImpl,15,0,14,26,4,2,8,147,0,85,Yes
org.apache.tapestry5.internal.services.DTDData,1,0,1,13,0,0,1,10,0,0,No
org.apache.tapestry5.internal.services.EchoBean,5,0,16,28,0,0,16,72,0,87,No
org.apache.tapestry5.internal.services.EndOfRequestEventHubImpl,4,0,4,16,0,0,4,24,0,37,No
org.apache.tapestry5.internal.services.EndOfRequestEventHubImplTest,6,0,3,350,0,0,3,32,6,33,No
org.apache.tapestry5.internal.services.EnumBean,1,0,2,14,0,0,2,12,0,0,No
org.apache.tapestry5.internal.services.EnumValueEncoderFactory,4,0,2,14,0,0,2,12,0,0,No
org.apache.tapestry5.internal.services.EnumValueLabelProvider,5,0,2,14,0,0,2,13,0,0,No
org.apache.tapestry5.internal.services.EnvironmentalShadowBuilderImpl,5,0,2,14,0,0,2,36,0,25,No
org.apache.tapestry5.internal.services.EnvironmentalShadowBuilderImplTest,6,0,1,348,0,0,1,17,6,0,No
org.apache.tapestry5.internal.services.EnvironmentImpl,16,0,8,20,1,0,7,76,0,75,No
org.apache.tapestry5.internal.services.EnvironmentImplTest,11,0,6,292,0,0,6,89,5,0,No
org.apache.tapestry5.internal.services.EventContextTests,6,0,4,351,0,0,4,26,6,25,No
org.apache.tapestry5.internal.services.EventImpl,6,2,5,17,0,1,4,52,0,60,Yes
org.apache.tapestry5.internal.services.exceptions.ExceptionReporterImpl,34,0,4,16,3,0,1,263,0,75,Yes
org.apache.tapestry5.internal.services.ExternalUrlAssetFactory,10,0,3,15,0,0,3,31,0,55,No
org.apache.tapestry5.internal.services.FieldTranslatorImpl,8,0,6,18,1,0,5,35,0,45,No
org.apache.tapestry5.internal.services.FieldTranslatorSourceImpl,15,0,7,19,1,0,5,74,0,61,No
org.apache.tapestry5.internal.services.FieldTranslatorSourceImplTest,18,0,9,356,1,0,8,212,6,0,No
org.apache.tapestry5.internal.services.FieldValidationSupportImpl,16,0,5,17,1,0,4,99,0,60,No
org.apache.tapestry5.internal.services.FieldValidationSupportImplTest,19,0,13,360,1,1,11,250,6,23,No
org.apache.tapestry5.internal.services.FieldValidatorDefaultSourceImpl,14,0,3,15,0,0,3,43,0,33,No
org.apache.tapestry5.internal.services.FieldValidatorDefaultSourceImplTest,14,0,3,350,0,0,3,108,6,0,No
org.apache.tapestry5.internal.services.FieldValidatorImpl,8,0,5,17,1,0,4,37,0,40,No
org.apache.tapestry5.internal.services.FieldValidatorImplTest,10,0,4,351,0,0,4,58,6,0,No
org.apache.tapestry5.internal.services.FieldValidatorSourceImpl,23,0,12,24,6,0,4,249,0,83,No
org.apache.tapestry5.internal.services.FieldValidatorSourceImplTest,25,0,26,373,4,0,22,529,6,0,No
org.apache.tapestry5.internal.services.FlashPersistentFieldStrategy,4,0,2,22,0,1,1,13,1,50,No
org.apache.tapestry5.internal.services.FlashPersistentFieldStrategyTest,7,0,2,349,0,0,2,46,6,0,No
org.apache.tapestry5.internal.services.ForceDevelopmentModeModule,7,0,1,13,0,0,1,11,0,0,No
org.apache.tapestry5.internal.services.FormControlNameManagerImpl,8,0,3,15,0,0,3,19,0,0,No
org.apache.tapestry5.internal.services.GenericBean,0,1,2,14,0,0,2,12,0,0,No
org.apache.tapestry5.internal.services.GenericValueEncoderFactory,2,0,3,15,0,0,3,16,0,33,No
org.apache.tapestry5.internal.services.HeartbeatImpl,4,0,3,15,0,0,3,20,0,0,No
org.apache.tapestry5.internal.services.HeartbeatImplTest,3,0,2,349,0,0,2,44,6,0,No
org.apache.tapestry5.internal.services.HiddenFieldLocationRulesImpl,4,0,4,16,1,0,3,25,0,50,No
org.apache.tapestry5.internal.services.Html5SupportImpl,4,0,2,14,0,0,2,13,0,0,No
org.apache.tapestry5.internal.services.HttpErrorComponentEventResultProcessor,3,0,2,14,0,0,2,12,0,0,No
org.apache.tapestry5.internal.services.IdentityAssetPathConverter,1,0,2,14,0,0,2,11,0,0,No
org.apache.tapestry5.internal.services.IgnoredPathsFilter,6,0,2,14,0,0,2,26,0,0,No
org.apache.tapestry5.internal.services.IgnoredPathsFilterTest,7,0,3,289,0,0,3,47,5,0,No
org.apache.tapestry5.internal.services.InternalComponentInvalidationEventHubImpl,4,0,3,20,0,0,3,24,1,0,No
org.apache.tapestry5.internal.services.InternalRequestGlobalsImpl,1,0,2,14,0,0,2,13,0,0,No
org.apache.tapestry5.internal.services.javascript.AddBrowserCompatibilityStyles,5,0,3,15,0,0,3,24,0,33,No
org.apache.tapestry5.internal.services.javascript.ConfigureHTMLElementFilter,8,0,2,14,0,0,2,23,0,0,No
org.apache.tapestry5.internal.services.javascript.JavaScriptStackPathConstructorImpl,21,0,4,16,2,0,2,67,0,53,Yes
org.apache.tapestry5.internal.services.javascript.JavaScriptStackSourceImpl,12,0,5,17,0,0,5,41,0,0,No
org.apache.tapestry5.internal.services.javascript.ModuleDispatcher,11,0,3,15,1,0,2,63,0,55,No
org.apache.tapestry5.internal.services.javascript.ModuleManagerImpl,24,0,11,23,6,0,5,146,0,80,No
org.apache.tapestry5.internal.services.JSONArrayEventResultProcessor,9,0,2,14,0,0,2,22,0,0,No
org.apache.tapestry5.internal.services.JSONArrayEventResultProcessorTest,7,0,1,348,0,0,1,18,6,0,No
org.apache.tapestry5.internal.services.JSONObjectEventResultProcessor,3,0,2,14,0,0,2,12,0,0,No
org.apache.tapestry5.internal.services.LinkDecorationListener,9,0,4,16,1,0,3,32,0,50,No
org.apache.tapestry5.internal.services.LinkImpl,11,0,22,34,4,0,18,162,0,80,No
org.apache.tapestry5.internal.services.LinkImplTest,8,0,15,362,0,0,15,194,6,73,No
org.apache.tapestry5.internal.services.LinkSourceImpl,18,0,7,19,1,0,6,75,0,62,No
org.apache.tapestry5.internal.services.LinkSourceImplTest,22,0,20,367,4,3,13,224,6,70,No
org.apache.tapestry5.internal.services.linktransform.LinkTransformerImpl,5,0,6,18,1,0,5,32,0,50,No
org.apache.tapestry5.internal.services.linktransform.LinkTransformerInterceptor,7,0,5,17,0,0,5,33,0,0,No
org.apache.tapestry5.internal.services.LiteralPropertyConduit,6,0,8,24,0,0,8,45,1,71,No
org.apache.tapestry5.internal.services.LocalizationSetterImpl,17,0,11,23,3,0,7,120,0,80,No
org.apache.tapestry5.internal.services.LocalizationSetterImplTest,13,0,14,361,1,1,12,138,6,0,No
org.apache.tapestry5.internal.services.MapMessages,5,0,3,22,0,1,2,18,1,0,No
org.apache.tapestry5.internal.services.MarkupRendererTerminator,2,0,2,14,0,0,2,12,0,0,No
org.apache.tapestry5.internal.services.MarkupWriterFactoryImpl,19,0,9,21,2,0,7,79,0,82,No
org.apache.tapestry5.internal.services.MarkupWriterImpl,16,0,24,36,4,0,20,191,0,62,No
org.apache.tapestry5.internal.services.MarkupWriterImplTest,11,0,23,370,0,0,23,256,6,0,No
org.apache.tapestry5.internal.services.MavenComponentLibraryInfoSource,27,0,7,19,5,0,2,153,0,74,Yes
org.apache.tapestry5.internal.services.messages.ClientLocalizationMessageResource,15,0,9,33,1,0,7,62,1,66,No
org.apache.tapestry5.internal.services.messages.PropertiesFileParserImpl,13,0,2,14,1,0,1,54,0,50,No
org.apache.tapestry5.internal.services.messages.PropertiesFileParserImplTest,6,0,1,348,0,0,1,12,6,0,No
org.apache.tapestry5.internal.services.MessagesSourceImpl,19,0,9,26,5,0,4,102,1,74,No
org.apache.tapestry5.internal.services.meta.ContentTypeExtractor,3,0,1,13,0,0,1,7,0,0,No
org.apache.tapestry5.internal.services.meta.MetaAnnotationExtractor,5,0,1,13,0,0,1,11,0,0,No
org.apache.tapestry5.internal.services.meta.MetaWorkerImpl,8,0,3,15,0,0,3,24,0,33,No
org.apache.tapestry5.internal.services.meta.MetaWorkerTest,5,0,1,348,0,0,1,16,6,0,No
org.apache.tapestry5.internal.services.meta.UnknownActivationContextExtractor,4,0,1,13,0,0,1,7,0,0,No
org.apache.tapestry5.internal.services.MetaDataLocatorImpl,15,0,8,20,4,0,4,114,0,75,No
org.apache.tapestry5.internal.services.MetaDataLocatorImplTest,13,0,10,357,0,0,10,234,6,0,No
org.apache.tapestry5.internal.services.MethodCompileException,1,0,2,50,0,0,2,14,0,50,No
org.apache.tapestry5.internal.services.MethodInvocationFailResult,3,0,5,17,0,0,5,26,0,40,No
org.apache.tapestry5.internal.services.MethodInvocationSuccessfulResult,1,0,5,17,0,0,5,23,0,60,No
org.apache.tapestry5.internal.services.ModuleInitsManager,8,0,2,14,0,0,2,41,0,16,No
org.apache.tapestry5.internal.services.NamespaceMapping,1,0,1,13,0,0,1,9,0,0,No
org.apache.tapestry5.internal.services.NestedObject,1,0,2,14,0,0,2,12,0,0,No
org.apache.tapestry5.internal.services.NonVisualBean,2,0,4,16,0,0,4,22,0,50,No
org.apache.tapestry5.internal.services.NoOpCookieSource,2,0,9,21,0,0,9,42,0,0,No
org.apache.tapestry5.internal.services.NullFieldStrategySourceImpl,5,0,2,14,0,0,2,15,0,0,No
org.apache.tapestry5.internal.services.NullFieldStrategySourceImplTest,9,0,2,349,0,0,2,32,6,0,No
org.apache.tapestry5.internal.services.ObjectComponentEventResultProcessor,10,0,2,14,0,0,2,22,0,0,No
org.apache.tapestry5.internal.services.OptimizedSessionPersistedObjectAnalyzer,1,0,1,13,0,0,1,7,0,0,No
org.apache.tapestry5.internal.services.PageActivationContextCollectorImpl,17,0,3,15,0,0,3,46,0,46,No
org.apache.tapestry5.internal.services.PageActivationContextCollectorImplTest,14,0,8,355,1,0,7,98,6,50,No
org.apache.tapestry5.internal.services.PageActivatorImpl,15,0,2,14,0,0,2,37,0,0,No
org.apache.tapestry5.internal.services.PageContentTypeAnalyzerImpl,8,0,2,14,0,0,2,19,0,0,No
org.apache.tapestry5.internal.services.PageDocumentGeneratorImpl,7,0,2,14,0,0,2,20,0,0,No
org.apache.tapestry5.internal.services.PageElementFactoryImpl,19,0,5,17,1,0,4,107,0,40,No
org.apache.tapestry5.internal.services.PageElementFactoryImpl.LiteralStringProvider,1,0,2,14,0,0,1,12,0,0,No
org.apache.tapestry5.internal.services.PageElementFactoryImplTest,15,0,2,349,0,0,2,43,6,50,No
org.apache.tapestry5.internal.services.PageMarkupRendererImpl,7,0,2,14,0,0,2,19,0,0,No
org.apache.tapestry5.internal.services.PageNameComponentEventResultProcessor,6,0,2,14,0,0,2,17,0,0,No
org.apache.tapestry5.internal.services.PageNameMetaInjector,6,0,2,14,0,0,2,21,0,0,No
org.apache.tapestry5.internal.services.PageRenderDispatcher,7,0,2,14,0,0,2,21,0,0,Yes
org.apache.tapestry5.internal.services.PageRenderLinkSourceImpl,6,0,8,20,1,0,7,42,0,62,No
org.apache.tapestry5.internal.services.PageRenderLinkSourceImplTest,8,0,2,349,0,0,2,38,6,0,No
org.apache.tapestry5.internal.services.PageRenderQueueImpl,12,0,9,21,0,0,9,81,0,71,Yes
org.apache.tapestry5.internal.services.PageRenderQueueImpl.Bridge,3,0,2,14,1,0,1,14,0,0,No
org.apache.tapestry5.internal.services.PageRenderRequestHandlerImpl,12,0,2,14,0,0,2,36,0,0,No
org.apache.tapestry5.internal.services.PageRenderRequestHandlerImplTest,15,0,1,348,0,0,1,27,6,0,No
org.apache.tapestry5.internal.services.PageResponseRendererImpl,11,0,2,14,0,0,2,44,0,0,No
org.apache.tapestry5.internal.services.PageSourceImpl,19,0,5,17,0,0,5,76,0,46,No
org.apache.tapestry5.internal.services.PageSourceImpl.CachedPageKey,2,0,3,15,0,0,3,23,0,0,No
org.apache.tapestry5.internal.services.ParserExperiment,15,0,17,46,1,0,16,113,0,88,No
org.apache.tapestry5.internal.services.PartialMarkupDocumentLinker,11,0,8,20,1,0,7,53,0,75,No
org.apache.tapestry5.internal.services.PartialMarkupRendererTerminator,3,0,2,14,0,0,2,14,0,0,No
org.apache.tapestry5.internal.services.PartialTemplateRendererImpl,11,0,4,16,1,0,3,40,0,62,No
org.apache.tapestry5.internal.services.PathConstructorImpl,4,0,4,16,1,0,3,37,0,50,No
org.apache.tapestry5.internal.services.PersistentFieldBundleImpl,6,0,4,16,1,0,3,30,0,25,No
org.apache.tapestry5.internal.services.PersistentFieldBundleImplTest,7,0,2,349,0,0,2,28,6,0,No
org.apache.tapestry5.internal.services.PersistentFieldChangeImpl,1,0,4,16,0,0,4,26,0,50,No
org.apache.tapestry5.internal.services.PersistentFieldManagerImpl,15,0,7,19,2,0,5,52,0,50,No
org.apache.tapestry5.internal.services.PersistentFieldManagerImplTest,18,0,8,355,0,1,7,165,6,0,No
org.apache.tapestry5.internal.services.PersistentLocaleImpl,10,0,4,16,0,0,4,37,0,33,No
org.apache.tapestry5.internal.services.PersistentLocaleImplTest,6,0,1,36,0,0,1,19,3,0,No
org.apache.tapestry5.internal.services.PrefixCheckStackTraceElementAnalyzer,2,0,2,14,0,0,2,16,0,0,No
org.apache.tapestry5.internal.services.ProductionModeUnknownComponentFilter,10,0,3,15,0,0,3,28,0,33,No
org.apache.tapestry5.internal.services.PropertyConduitDelegate,4,1,4,16,0,0,4,20,0,50,No
org.apache.tapestry5.internal.services.PropertyConduitSourceImpl,45,0,11,23,7,0,4,981,0,88,Yes
org.apache.tapestry5.internal.services.PropertyConduitSourceImpl.ArrayListMethods,4,0,0,12,0,0,0,3,0,0,No
org.apache.tapestry5.internal.services.PropertyConduitSourceImpl.ConduitMethods,7,0,0,12,0,0,0,14,0,0,No
org.apache.tapestry5.internal.services.PropertyConduitSourceImpl.DelegateMethods,4,0,0,12,0,0,0,5,0,0,No
org.apache.tapestry5.internal.services.PropertyConduitSourceImpl.HashMapMethods,4,0,0,12,0,0,0,3,0,0,No
org.apache.tapestry5.internal.services.PropertyConduitSourceImpl.PropertyConduitBuilder,40,0,45,57,35,0,9,722,0,90,Yes
org.apache.tapestry5.internal.services.PropertyConduitSourceImpl.Term,6,0,4,16,0,0,0,28,0,55,No
org.apache.tapestry5.internal.services.PropertyConduitSourceImplTest,53,0,47,394,1,0,46,696,6,2,No
org.apache.tapestry5.internal.services.PropertyConduitSourceImplTest.AbstractBar,0,1,0,12,0,0,0,2,0,0,No
org.apache.tapestry5.internal.services.PropertyConduitSourceImplTest.AbstractFoo,1,1,1,13,0,0,1,3,0,0,No
org.apache.tapestry5.internal.services.PropertyConduitSourceImplTest.Bar,0,0,0,12,0,0,0,2,1,0,No
org.apache.tapestry5.internal.services.PropertyConduitSourceImplTest.Foo,1,0,1,14,0,0,1,7,1,0,No
org.apache.tapestry5.internal.services.PropertyConduitSourceImplTest.GenericBean,3,0,2,14,0,0,2,9,0,100,No
org.apache.tapestry5.internal.services.PropertyConduitSourceImplTest.One,0,1,4,16,0,0,4,20,0,50,No
org.apache.tapestry5.internal.services.PropertyConduitSourceImplTest.RealizedParameters,0,0,0,18,0,0,0,2,1,0,No
org.apache.tapestry5.internal.services.PropertyConduitSourceImplTest.RobertAbstractClass,1,1,1,13,0,0,1,7,0,0,No
org.apache.tapestry5.internal.services.PropertyConduitSourceImplTest.RobertMyClass,1,0,1,14,0,0,1,6,1,0,No
org.apache.tapestry5.internal.services.PropertyConduitSourceImplTest.Three,1,0,2,22,0,0,2,11,2,0,No
org.apache.tapestry5.internal.services.PropertyConduitSourceImplTest.Two,1,1,4,20,0,0,4,20,1,50,No
org.apache.tapestry5.internal.services.PropertyConduitSourceImplTest.WithGenericProperties,2,0,0,12,0,0,0,3,0,0,No
